name,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,calculated_host_listings_count,availability_365
Spacious 1 bed apartment close to BTS.,Ian,Phra Khanong,13.68469,100.60719,Entire home/apt,1290,30,1,87
"Comfortable serviced 1BR, BTS, POOL",Naphaporn,Phaya Thai,13.78519,100.5496,Entire home/apt,2000,1,1,360
New Model Studio 24,Yair,Suanluang,13.72219,100.6145,Entire home/apt,1004,10,10,365
New Model Studio 24 - Sukhumvit 77,Yair,Suanluang,13.71916,100.63024,Entire home/apt,1004,10,10,365
Suite Room 1 at MetroPoint,Kasem,Bang Kapi,13.7703,100.63148,Private room,1905,1,3,365
1-bedroom on Yen-Akart,Tyfoon,Yan na wa,13.71165,100.54957,Entire home/apt,1500,60,1,363
Central Bangkok Condominium,Aggarat,Huai Khwang,13.77302,100.57755,Private room,1212,1,1,365
Cool and Comfortable MRT in the Shadows of Silom,Evan,Sathon,13.72062,100.54707,Entire home/apt,600,1,37,358
iSanook Family Suite Deluxe 67 sqm 2,ISanook Hotel,Bang Rak,13.73155,100.52129,Private room,3700,30,45,330
Songphra Suite Deluxe 45sqm - Women,ISanook Hotel,Bang Rak,13.7334,100.52328,Private room,900,30,45,301
iSanook Student Studio Sublevel 4,ISanook Hotel,Bang Rak,13.73391,100.52297,Private room,1500,30,45,302
iSanook Student Studio Sublevel 1,ISanook Hotel,Bang Rak,13.73205,100.5234,Private room,1500,30,45,321
Artsy 1Bedroom On The Top Floor BKK,Sornkrit,Phaya Thai,13.78756,100.55304,Entire home/apt,3000,1,1,365
Reservations are not accepted from March to April,Vincent,Huai Khwang,13.79654,100.57543,Entire home/apt,2500,2,1,359
"Wifi. Kitchen. Natural Light, 1 bedrm, 200m toBTS",Bee,Phra Khanong,13.70488,100.60475,Entire home/apt,900,7,1,271
Spacious 1BR with Spectacular View,Ome,Khlong Toei,13.72635,100.57211,Entire home/apt,2123,3,3,294
One bed room comfortable condo,Sina,Vadhana,13.70714,100.60281,Entire home/apt,2236,1,1,365
45 sq.m. room w/Kitchen 1 step from BTS,Kiat,Phra Khanong,13.69011,100.60844,Entire home/apt,2275,7,1,98
✵✵Cool Calm and Quiet Near MRT Silom and Center✵✵,Evan,Sathon,13.72065,100.54713,Entire home/apt,736,1,37,321
iSanook Studio 32 sqm 4,ISanook Hotel,Bang Rak,13.73386,100.52322,Private room,2100,30,45,217
iSanook Suite Deluxe 45 sqm 4,ISanook Hotel,Bang Rak,13.73227,100.52112,Private room,2743,30,45,341
iSanook Suite 34 sqm 5,ISanook Hotel,Bang Rak,13.7319,100.52202,Private room,1900,30,45,323
Prima Condo 1BR+Internet near Suvarnabhumi airport,GrongGaew,Suanluang,13.7141,100.64207,Entire home/apt,1004,3,4,90
Luxury Apartment type 06,Nantiruj,Khlong Toei,13.73833,100.55635,Private room,1347,2,5,330
"Bangkok,Room  near JJ market/BTS",Darawan,Chatu Chak,13.81674,100.56603,Private room,1200,30,1,363
8-bed Room/in Ratchada/Wifi,Siamaze,Din Daeng,13.78653,100.56912,Private room,2000,1,8,90
Nantiruj  Apartment  94 Sqm.   *,Nantiruj,Khlong Toei,13.73892,100.55673,Entire home/apt,1850,2,5,330
"Bangkok near BTS Cosy Room Wifi, host take care",Tesue,Vadhana,13.70992,100.59918,Shared room,712,2,1,355
100 SQM Spacious 2BR - 450 m from RN03 station,Tatiya,Chatu Chak,13.84279,100.56287,Entire home/apt,2236,2,13,325
Homey Studio Apt in Upscale Area,Add,Vadhana,13.73767,100.58381,Entire home/apt,1712,2,1,333
iSanook Suite Deluxe 45 sqm 5,ISanook Hotel,Bang Rak,13.73217,100.52297,Private room,2743,30,45,341
iSanook Suite Deluxe 45 sqm 3,ISanook Hotel,Bang Rak,13.73352,100.52143,Private room,2686,30,45,341
Bangna Condo quiet and big park,Thanapat,Bang Na,13.65487,100.64337,Private room,1732,15,1,365
Private Double Room in Ratchada/Ensuit/WiFi,Siamaze,Din Daeng,13.7863,100.57026,Private room,943,1,8,357
iSanook Studio 32 sqm 1,ISanook Hotel,Bang Rak,13.73418,100.5226,Private room,1957,30,45,341
Bangkok Homestay near Metro & BTS,Natty,Bang Sue,13.83165,100.52765,Private room,418,2,1,365
"1BR River-View,High-Floor&Near BTS",Peak,Khlong San,13.72075,100.50354,Entire home/apt,2226,365,3,1
Spacious two Bedroom Apartment,Yair,Suanluang,13.72376,100.61804,Entire home/apt,1974,10,10,365
(W1) 2 Bedroom/MRT Samyan/Free WIFI/6ppl,Tan,Bang Rak,13.73232,100.52657,Entire home/apt,2701,1,8,346
Modern apartment near airport,Krittiya,Bang Na,13.66352,100.64885,Entire home/apt,950,3,13,260
บ้านใกล้สุวรรณภูมิ ตรงข้ามแอร์พอร์ตลิ้งบ้านทับช้าง,Prare,Saphan Sung,13.73667,100.69141,Entire home/apt,10355,1,1,365
Newly renovated  apartment near the airport,Krittiya,Bang Na,13.66375,100.64965,Entire home/apt,950,30,13,245
k79room near BTS Onnut,Warut,Vadhana,13.70811,100.60112,Shared room,400,1,1,365
2 BR & 2 Bath & Fixed parking lot,Poo,Khan Na Yao,13.81891,100.66408,Entire home/apt,1300,360,2,83
Luxury Serviced House City Centre - 250 sq meters.,Panpilas,Huai Khwang,13.75806,100.56938,Entire home/apt,4161,3,1,145
1Br/RiverView/High Fl/BTS/WiFi,Piya,Khlong San,13.72219,100.50517,Entire home/apt,2009,180,8,179
Cozy city room by the river,Thanijchayapha,Yan na wa,13.67892,100.5265,Entire home/apt,1800,3,1,90
"Condo CBD Bangkok, 100m fr. skytrain (Ratchadamri)",Peung Pataraporn,Parthum Wan,13.73982,100.5406,Entire home/apt,1004,23,1,76
cozy apartment&beautiful city view,Imteddy,Chatu Chak,13.80556,100.56883,Entire home/apt,590,6,1,325
iSanook Suite Deluxe 45 sqm 2,ISanook Hotel,Bang Rak,13.73167,100.52116,Private room,2650,30,45,341
iSanook Suite 34 sqm 4,ISanook Hotel,Bang Rak,13.7344,100.52201,Private room,1900,30,45,337
Central Bangkok closed by Sathorn,Egg,Sathon,13.72053,100.53854,Entire home/apt,1177,180,1,365
☞✭✮✯Old Spice Quiet Luxury in Heart of Bangkok✬✭✮✯,Evan From Sanctuary House,Sathon,13.72052,100.54682,Entire home/apt,1400,1,8,327
Luxury 3 Bedrooms Suite @BTS Phrompong,Kiattisak,Vadhana,13.73616,100.57224,Entire home/apt,9999,2,53,356
The Nest - Cozy Studio top floor,David,Phra Khanong,13.70309,100.60269,Entire home/apt,1500,3,7,207
็Home with club house,Somkid,Pra Wet,13.72352,100.6536,Entire home/apt,10000,1,1,365
iSanook Student Studio Sublevel 3,ISanook Hotel,Bang Rak,13.73337,100.52274,Private room,1500,30,45,189
Bed in 4-bed Mixed Dorm in Ratchada/WiFi,Siamaze,Din Daeng,13.78542,100.56921,Shared room,456,1,8,353
The SkyHouse Duplex - Luxury Home,David,Phra Khanong,13.70482,100.60336,Entire home/apt,1900,3,7,230
Luxury 3 Bedrooms Suite @BTS Phrompong,Kiattisak,Vadhana,13.7361,100.5704,Entire home/apt,9999,2,53,358
Bohemian Apartment (Pradipat-Ari),Bert,Phaya Thai,13.79203,100.54336,Entire home/apt,1457,30,1,76
"CBD Silom/Sathorn, Great Value & Reliable, 1BR",Bojan,Bang Rak,13.72153,100.5286,Entire home/apt,1212,5,1,178
1BR w/ River View & Infinity Pool,Wipawe,Khlong San,13.72185,100.50663,Entire home/apt,1039,84,2,249
iSanook Student Studio Sublevel 5,ISanook Hotel,Bang Rak,13.73208,100.52062,Private room,1500,30,45,234
iSanook Studio 32 sqm 2,ISanook Hotel,Bang Rak,13.73397,100.52272,Private room,2100,30,45,336
iSanook Eco Studio 4,ISanook Hotel,Bang Rak,13.73229,100.52286,Private room,1700,30,45,336
"Home Away from Home, Sukhumvit-Asoke",Ba-Wornpak (TAE),Khlong Toei,13.72752,100.55957,Entire home/apt,2000,2,1,177
iSanook Eco Studio 7,ISanook Hotel,Bang Rak,13.73244,100.52204,Private room,1800,30,45,336
BANGKOK HUB DORM public transport,Kriengkrai,Sathon,13.71711,100.51524,Shared room,490,2,7,365
iSanook Suite Deluxe 45 sqm 1,ISanook Hotel,Bang Rak,13.73232,100.52336,Private room,2700,30,45,327
iSanook Studio 32 sqm 6,ISanook Hotel,Bang Rak,13.73241,100.52168,Private room,2100,30,45,357
iSanook Family Suite Deluxe 67 sqm 1,ISanook Hotel,Bang Rak,13.73195,100.52318,Private room,3657,30,45,330
Cool Studio 1 walk 5 min to BTS. S. Taksin,Wimonpak,Sathon,13.71637,100.51592,Entire home/apt,888,100,41,365
"Deluxe studio 45sqm,TheUpRama3,Kitchen,Kid’sClub",Kriengsak,Yan na wa,13.70249,100.53757,Private room,7343,1,8,349
iSanook Suite 34 sqm 1,ISanook Hotel,Bang Rak,13.73288,100.52328,Private room,2450,30,45,320
Near Suvarnabhumi Airport,Luckana,Lat Krabang,13.71944,100.73128,Entire home/apt,1316,1,2,365
❂Citycenter✺Subway station✺Private Bathroom✺A1rc0n,Evan,Sathon,13.72066,100.5471,Entire home/apt,800,1,37,355
unit A-Sweet Studio- 2 guests,Oillie,Bangkok Yai,13.74266,100.47679,Entire home/apt,1100,1,11,354
1 Bedroom with Twin Beds- 2 guests,Oillie,Bangkok Yai,13.74286,100.47575,Entire home/apt,1600,1,11,365
1 Bedroom with a Double Bed- 2 guests,Oillie,Bangkok Yai,13.74162,100.47567,Entire home/apt,1400,1,11,365
2 Bedrooms with two double beds for 4 people,Oillie,Bangkok Yai,13.74308,100.47737,Entire home/apt,2700,1,11,365
★☆★Street Food@Ur Doorstep Quiet&Cozy BKK Center☆★,Evan,Sathon,13.72067,100.54706,Entire home/apt,750,1,37,290
Luxury 3 Bedrooms Suite @BTS Phrompong,Kiattisak,Vadhana,13.73757,100.56994,Entire home/apt,9999,2,53,359
Adagio Bangkok Hotel,Adagio Bangkok,Khlong Toei,13.71747,100.5804,Private room,1300,1,6,365
French Vintage Around the World B&B 中文服務 華語溝通,Around The World B&B,Suanluang,13.73749,100.63279,Private room,8000,1,10,365
Siam City....Around the World B&B 中文服務 華語溝通,Around The World B&B,Suanluang,13.73618,100.63117,Private room,950,1,10,364
"Kid-friendly, Amazing Views Bangkok",Achara,Bang Na,13.68401,100.61513,Entire home/apt,1905,2,1,326
One bedroom & Living Room near BTS,Yair,Suanluang,13.72351,100.61641,Entire home/apt,1835,10,10,365
NJ cozy room - Airport link Ram,Kanokon,Suanluang,13.7447,100.60093,Private room,1801,30,2,312
NEW 65Sqm 2BD 2BR Sukhumvit26 Emquartier Emporium,Thanan,Khlong Toei,13.72699,100.56988,Entire home/apt,2043,370,2,365
"double bed, comfortable, Adagio Bangkok(Superior)",Adagio Bangkok,Khlong Toei,13.70597,100.59998,Private room,1050,1,6,358
"10minBTS & Pier, BKK heart+Pool+Gym+Sauna+FastWifi",Sujira,Sathon,13.71261,100.51296,Entire home/apt,800,1,25,257
"Prime location,near BTS Ratchadamri",Panumas,Parthum Wan,13.73954,100.53954,Entire home/apt,1351,1,1,241
2 Beds Connecting Room Furnished apartment,Yair,Suanluang,13.72343,100.61643,Entire home/apt,1659,10,4,343
Authentic Family House,Phakarat,Bang Sue,13.80733,100.53038,Entire home/apt,1843,2,1,173
Downtown Condo 2 mins from BTS,Gün,Vadhana,13.71805,100.59001,Private room,4429,3,1,365
Fab Micro Studio wifi- 5 min BTS,Wimonpak,Sathon,13.71199,100.5116,Entire home/apt,750,100,41,365
sirinda,Sirinda,Khlong Sam Wa,13.84645,100.69468,Entire home/apt,2000,1,1,365
WildWest Room..Around the World B&B 中文服務 華語溝通,Around The World B&B,Suanluang,13.73584,100.63094,Private room,950,1,10,364
Little India...Around the World B&B 中文服務 華語溝通,Around The World B&B,Suanluang,13.73601,100.63298,Private room,800,1,10,364
Sumo Village...Around the World B&B 中文服務 華語溝通,Around The World B&B,Suanluang,13.736,100.63322,Private room,742,1,10,364
Cozy 1 BD apt in Sukhumvit Soi 11,Andrea,Vadhana,13.74322,100.5564,Entire home/apt,1212,24,1,12
Comfort Condominium in Center BKK,Coco,Din Daeng,13.75941,100.55571,Private room,1500,3,2,365
NEW 2 bedrm condo/next to BTS OnNut,Attapol,Vadhana,13.708,100.60072,Private room,1500,31,1,332
"Designer's House, 5 mins to skytrain, Vintage Room",Anne Araya,Phra Khanong,13.69952,100.6077,Private room,890,1,25,332
Urbano Absolute Sathorn Taksin,Natee,Khlong San,13.72156,100.50605,Private room,727,90,1,302
AMAZING APARTMENT127Y IN BKK CITY,Rattana,Phaya Thai,13.78647,100.54773,Private room,1857,365,2,365
An apartment in Bangkok centre,Todd,Bang Rak,13.72982,100.52558,Entire home/apt,1100,2,1,0
"Serenity nr JJmarket,malls,MRT+BTS",Pat,Chatu Chak,13.81892,100.56602,Entire home/apt,1039,7,1,331
Female Dorm Room 4 Bunk Beds,Chatri,Ratchathewi,13.75285,100.53742,Shared room,450,1,10,365
6MinWalk to Train Park &Malls,Anna,Khlong Toei,13.72582,100.5704,Entire home/apt,990,30,3,340
"✯Cool, colorful and Private near MRT Central BKK✯",Evan,Sathon,13.72066,100.54713,Entire home/apt,650,1,37,315
Long term stay BKK 7th Fl. 30 sqm.,Gap,Bang Kapi,13.74914,100.60628,Entire home/apt,1039,60,1,337
City Pano Loft only 5 min BTS S Taksin,Wimonpak,Sathon,13.71304,100.51213,Entire home/apt,1300,100,41,365
City Centre Home,Pratida,Parthum Wan,13.7467,100.54295,Entire home/apt,8800,180,1,362
LOFT 2 BR Silom- 5 min BTS S Taksin,Wimonpak,Sathon,13.71759,100.51373,Entire home/apt,1700,1,41,333
"Only12$, Private Aircondition Room.",Ko,Saphan Sung,13.77458,100.67411,Private room,390,1,2,354
Cozy 1BR freeWifi at BTSChidlom near Erawan shrine,Gee,Parthum Wan,13.74444,100.54409,Entire home/apt,3436,1,8,329
"Bangkok church view, WiFi &kitchen",Wimonpak,Bang Kho laen,13.70074,100.52732,Entire home/apt,890,200,41,180
Boutique Serviced Apartments BKK,Hathai,Bang Kho laen,13.70968,100.51419,Private room,2087,1,3,365
Feung Nakorn Room with Breakfast in Old town BKK,Sasi,Phra Nakhon,13.74771,100.49931,Private room,3545,1,24,360
Fabulous Second Floor Apartment Dasiri Downtown,Dasiri Property,Vadhana,13.746885,100.558998,Entire home/apt,1380,1,5,89
Fabulous Third Floor Apartment Dasiri Downtown,Dasiri Property,Vadhana,13.746899,100.558998,Entire home/apt,1150,1,5,89
Bangkok Exclusive Serviced Apartmen,Hathai,Bang Rak,13.73244,100.5216,Private room,1879,1,3,364
New 2 BR Apt central BKK free wifi,Nim,Vadhana,13.73861,100.57353,Entire home/apt,2000,30,1,195
68sqm Cozy city view 1BR 2mins walk BTS Chidlom,Gee,Parthum Wan,13.74373,100.54257,Entire home/apt,3343,1,8,334
iSanook Eco Studio 5,ISanook Hotel,Bang Rak,13.73427,100.52155,Private room,1757,30,45,325
Riverside city5mins BTS can sleep 3,Hataipat,Khlong San,13.71303,100.50001,Entire home/apt,1500,2,5,32
"1BR, 2F, Sukhumvit soi31",Hattori,Vadhana,13.7427,100.57013,Entire home/apt,1100,14,1,124
2BR Center of Sukhumvit-BTS & MRT,Minkki,Vadhana,13.74582,100.5633,Entire home/apt,1850,50,1,365
Private Boutique Room 10min 2 Skytrain free WiFi,Alex,Vadhana,13.73094,100.5954,Private room,630,1,36,349
Arty decor Apartment near old town,Sukanya,Dusit,13.76007,100.51349,Entire home/apt,1200,14,2,185
"*Kingsize Boutique Room* 10min to Skytrain, WiFi",Alex,Vadhana,13.73053,100.59591,Hotel room,859,1,36,349
"Private Rooms Entire flr up to 6pax, WiFi, Market",Alex,Vadhana,13.73198,100.59549,Private room,800,1,36,164
Studio Sukhumvit Subway downtown,Riya & Bernard,Khlong Toei,13.70991,100.59164,Entire home/apt,800,15,1,266
Stunning 2 Bedroom Penthouse,Fiona,Vadhana,13.73537,100.58466,Entire home/apt,3071,2,1,182
Room Bali Hut..Around the World B&B 中文服務 華語溝通,Around The World B&B,Suanluang,13.73754,100.63129,Private room,700,1,10,364
1BR on Prime Sukumvit Rd.,Chichaya,Khlong Toei,13.72402,100.57832,Entire home/apt,2036,5,1,339
Stylish & Cozy 1 BR apartment/ Pool / near Silom,Neena,Sathon,13.71937,100.53883,Entire home/apt,800,30,5,211
"50square,Quiet apt close to MRT.",Zhang,Huai Khwang,13.77496,100.57364,Entire home/apt,1351,1,1,145
Sitara Place Serviced Apartment and Hotel,Sitara,Din Daeng,13.764796257019045,100.56478118896484,Entire home/apt,990,1,1,360
2BR Family friendly B&B in old town BKK,Sasi,Phra Nakhon,13.74941,100.49719,Private room,3892,1,24,363
The Prime 11 in Sukhumvit11 BTS NANA and Nightlife,Teravit,Vadhana,13.74474,100.55718,Private room,1250,30,1,179
"Triple room,Near Grand Palace",Sasi,Phra Nakhon,13.7477,100.49783,Hotel room,3910,1,24,347
"Natural light, Entire room near MRT Ladprao 500m",Sai,Chatu Chak,13.80406,100.57064,Private room,517,15,1,330
Solo Express Bangkok,Solo Express,Suanluang,13.70719,100.60582,Private room,1700,1,1,365
1 bdr with 349sqm shared living space,Suphakorn,Khlong Toei,13.71762,100.57892,Private room,5000,31,1,358
Modern 65 sqm BR APT + tub Silom-Lumphini MRT-Park,Bee,Sathon,13.71882,100.54796,Entire home/apt,2650,1,29,181
"70 sqm FOREST 2 BR/2Baths,MRT Lumpini/Sathon/Silom",Bee,Sathon,13.71959,100.5486,Entire home/apt,3067,1,29,272
Convenience Condo in Bangkok (MRT),Coco,Din Daeng,13.79827,100.57379,Private room,2200,3,2,364
Clean Comfy at Chidlom 2 mins toBTS,Gee,Parthum Wan,13.74468,100.543,Private room,1586,1,8,362
RamIntra 1BR-Near TH Boxing Stadium,Piyanut,Bang Khen,13.86789,100.60451,Entire home/apt,1200,1,1,330
Bright spacious 1BR Condo 15mins to Silom,Panx,Thon buri,13.71066,100.48007,Entire home/apt,907,5,1,325
Private Kingsize bed 10mins to SkyTrain free BF,Alex,Vadhana,13.73256,100.59577,Hotel room,650,1,36,349
5mins walk ratchathewi BTS 4th fl.,Pemigar,Ratchathewi,13.75018,100.53277,Entire home/apt,1150,3,5,313
Lovely apartment in Trendy Ari area,Nuttee,Phaya Thai,13.78898,100.54582,Entire home/apt,1905,3,2,330
1 Bedroom near MRT & BTS station.,Pk,Chatu Chak,13.80646,100.56226,Entire home/apt,2211,1,8,131
Gorgeous place 10 min walk to BTS,Hashu,Khlong Toei,13.71097,100.58523,Private room,1000,3,1,362
"Stylish Apartment in Bangkok, MRT",Thanakrit,Huai Khwang,13.75595,100.5678,Entire home/apt,100000,365,1,365
Bangkok Cozy Room 5 mins to Iconsiam River View,Vesita,Khlong San,13.71331,100.49882,Entire home/apt,1450,24,1,326
Apt# Sukumvit 50 Floor7,Pam,Khlong Toei,13.706226,100.598396,Entire home/apt,1436,3,1,210
"Cozy, Free Wi-Fi&CableTV near MRT!",Chalinee,Din Daeng,13.79031,100.57423,Entire home/apt,1200,3,1,360
Luxury Apartment in Bangkok Center,Andreas,Bang Rak,13.7293,100.52908,Entire home/apt,1500,180,1,358
Vitta Apartment,Dr.Vitchatalum,Bang Na,13.68005,100.60938,Entire home/apt,799,7,1,350
"10 mins to MRT Bang-Sue Station., BKK. Monthly",Pasun,Bang Sue,13.81936,100.53637,Entire home/apt,866,7,2,361
Cozy Studio easy access to BTS/WiFi,Kornpin,Phasi Charoen,13.71067,100.452,Entire home/apt,825,7,1,365
"1BR 20 Mints to Airport,BTS Udomsuk",Kanuengpon,Pra Wet,13.67571,100.65415,Entire home/apt,1200,2,1,365
iSanook Eco Studio 3,ISanook Hotel,Bang Rak,13.73215,100.5214,Private room,1800,30,45,233
⍣Heavenly Bed⍣Sky Views⍣Cool&Quiet BKK Center/MRT⍣,Evan,Sathon,13.72062,100.54707,Entire home/apt,593,1,37,301
Suneta Hostel Khaosan - 1 bed in Cabin Dormitory,Suneta Hostel Khaosan,Phra Nakhon,13.75989,100.4999,Shared room,496,1,6,362
"Sukhumvit, Quiet, Spacious 58sqm, BTS, BITEC",Peter,Phra Khanong,13.68585,100.61037,Entire home/apt,999,3,1,271
The Lighthouse,Arisa,Khlong San,13.72297,100.50815,Entire home/apt,500,360,3,365
Beautiful Place for Long Stay,Pok,Parthum Wan,13.74763,100.5283,Private room,2000,7,1,330
The Seed Terre Ratchayothin,Ahcha,Chatu Chak,13.83442,100.57082,Private room,1100,7,1,365
The AETAS Hotels & Residences,Hathai,Parthum Wan,13.74124,100.53352,Entire home/apt,4258,1,3,365
Saensuk Home Stay Bangkok,Pimpatai,Khlong Toei,13.70408,100.59999,Entire home/apt,2078,180,1,181
CozyStudio Condo Fee Wifi/Near BTS,Paul,Phra Khanong,13.68494,100.60537,Entire home/apt,744,30,2,142
Heart of Bangkok No Smoking,Nuna,Parthum Wan,13.74699,100.54616,Entire home/apt,3500,180,1,364
150m to MRT LatPhrao • City View • Rooftop Pool,Tatiya,Chatu Chak,13.80786,100.57013,Entire home/apt,1860,3,13,307
Nice new room 5 minutes from subway,Petz,Din Daeng,13.78905,100.57354,Private room,600,2,2,174
Crystal View Apartment,สมพจน์,Pra Wet,13.70489,100.66969,Private room,699,2,3,180
Comfy Lovely 1BR nr BTS + FreeWIFI,Boro,Phasi Charoen,13.73929,100.44774,Entire home/apt,400,28,1,0
คริสตัลวิว อพาร์ทเมนท์,สมพจน์,Pra Wet,13.70675,100.67085,Private room,699,1,3,365
"Cozy 1BR, Near BRT & Nice view",Poomiko,Yan na wa,13.69589,100.53495,Entire home/apt,1500,1,1,365
House 23 Guesthouse,Duentem,Vadhana,13.73784,100.56407,Private room,700,10,1,4
Luxury Apt Heart of Bkk Sukh soi 10,Jean-Michel,Khlong Toei,13.72138,100.58236,Entire home/apt,15000,1,1,365
House Near Suvarnabhumi Airport,Benz,Lat Krabang,13.79016,100.78797,Entire home/apt,9500,3,2,365
Large Room in Thonglor area,Gaow,Vadhana,13.73826,100.58525,Private room,2000,1,1,365
"Clemency Condo - Bangkok, Bang Na",Prune,Bang Na,13.6753,100.59922,Entire home/apt,2078,2,2,357
Apartement in the heart of Bangkok,Kas,Vadhana,13.74521,100.56804,Private room,1682,2,1,365
2 Bed 2 Bath,Sasinad,Vadhana,13.72792,100.58774,Private room,3500,1,2,365
2 beds 2 bathroom,Sasinad,Vadhana,13.72815,100.58755,Private room,3500,1,2,365
☑Green and Quiet Heart of Bangkok With a Balcony,Evan From Sanctuary House,Sathon,13.72077,100.54692,Entire home/apt,1200,1,8,190
☞Downtown Quiet Luxury in Heart of Bangkok,Evan From Sanctuary House,Sathon,13.72075,100.54692,Entire home/apt,1450,1,8,355
☞☞☞☞☞☞Quiet Luxury in Heart of Bangkok 5☜☜☜☜☜☜,Evan From Sanctuary House,Sathon,13.72075,100.5469,Entire home/apt,1450,1,8,355
Budget apartment in real Thai life,Peter,Suanluang,13.71037,100.62355,Entire home/apt,670,1,1,365
Home for rent in Donmuang Bangkok,Arthitaya,Don Mueang,13.92277,100.58107,Entire home/apt,2000,365,2,358
